,uniqueID,duration,date,drugName,review,rating,upvotes,drug,page
2147,K965,,"September 10, 2017",Victoza (liraglutide),"Hi, I am 36 yr Male, Non Diabetic. I recently have started Victoza 0.6 Mg dose. I was using Xenical and I am still using it together with victoza.",,0,liraglutide,70
2148,bama,,"April 21, 2017",,Experienced no side effects from the drug and did not feel it was effective for appetite control or weight loss.,2.0,0,liraglutide,71
2149,Sandra,Taken for 1 to 6 months,"March 16, 2021",Saxenda (liraglutide),Really upset didn't loose a single kg . After spending £300 for treatment... nothing. Just wasted money,2.0,0,liraglutide,71
2150,mkkmal,Taken for 6 months to 1 year,"January 17, 2021",Contrave (bupropion / naltrexone),"I have struggled with my weight for as long as I can remember. I am a 51 year old female. My doctor has seen me yoyo with weight and struggle at times with my type 2 diabetes. She seemed excited to offer me this prescription. I read some reviews and had some doubts but I trust her implicitly, so started the process. Honestly , I wanted to quit within the first couple months. Horrible nausea, terrible vomiting, and I hate vomiting. I persevered and am ecstatic with my results so far. I have been on this medication for 7 months and I have lost 57lbs. I don't count calories I listen to my body. I don't drink coffee any more. And I used to drink a lot! I don't even like alcohol. Changed my tastes for foods. I don't crave anything. I know it may be rough the first few months, but I recommend sticking it out. I can't even remember the last time I was this weight and size. I'm so emotionally happy. I wish you all the best, what do you have to lose? Hopefully weight. Lol",,827,bupropion-naltrexone,1
2151,Yeahboi,,"October 3, 2020",Contrave (bupropion / naltrexone),"I wanted to try Contrave not really to lose weight, but because I felt hopelessly addicted to alcohol and opioids, and read that the med. In Contrave also blocks opioids and is an antidepressant. I take one pill each morning for about 3 weeks now. I am overweight also. I had pretty bad leg/foot twitches (at night) for the first week or so also very thirsty. The twitches felt like mild electrical shocks to the bottom of my foot, and kept me from sleeping well. Also, I started walking 3 miles a day and going up and down my stairs 25 times fairly quickly. I limit my food intake to ~ 1200 calories. I never was a big eater, but alcohol was adding 600-900 cals per day. I’ve stopped drinking and opioids, with no problem. I have tried them again, but they are no fun, and just more calories. I've lost 12 pounds in 3.5 weeks and I’m done with alcohol and drugs. I have a better outlook on life now. I hope this helps others.",10.0,678,bupropion-naltrexone,1
2152,Dee...,Taken for 1 to 6 months,"November 4, 2019",Contrave (bupropion / naltrexone),"Contrave is costly. To avoid paying unnecessary money, just have your MD prescribe the two medical ingredients separately ie bupropion as one med and the naltrexone as the other. I only pay $20/month. By having them prescribed separately, my insurance covers almost ALL the cost. I've lost 50 pounds over 6 months and saved huge amounts of money by NOT using Contrave.",1.0,711,bupropion-naltrexone,1
2153,Carol...,,"February 25, 2020",Contrave (bupropion / naltrexone),"I can't believe all of the negative reviews for this drug. I have been on Contrave for 4 weeks now. My appetite and cravings have been drastically reduced over the last two weeks in particular. So far, I have lost 10 lbs and I am absolutely thrilled! I still have 60 lbs to go but this is the first time in 10 years that I am very confident that I will get down to my goal weight. I had absolutely lost all hope and thought I would have to grow old as an obese person. I've tried every diet under the sun including Weight Watchers, Jenny Craig, Keto, Non-Carb, I even had a gastric bubble placed in my stomach to make me feel full but had to have it removed after one week due to severe cramps and nausea. We all know what we need to do to lose weight, but when you are addicted to food and crave snacks all day, I always failed after 2 weeks on any program because I was just so hungry!",10.0,622,bupropion-naltrexone,1
2154,Court,,"November 4, 2020",Contrave (bupropion / naltrexone),"Hello, I started Contrave about 3 months ago. I am 22 years old and am 5ft 11. When I started I was 275lb and was just not happy with where I was with my body and health. I decided to start taking the medication and got up to taking 2 pills a day. I only really experienced constipation and headaches as a bad side effects of this medication. They were not that bad but were worse on some days. As of now (3 months in) I am 45 pounds down weighing in at 230. It is such a simple medication and works so quickly when paired with a good diet.",10.0,384,bupropion-naltrexone,1
2155,Smiles,Taken for 6 months to 1 year,"April 14, 2021",Contrave (bupropion / naltrexone),Love love love!!! I started at 223lb. I am now 150!lb! Thanks to contrave and the hard work I put in. This is not a magic pill u do need to help yourself as well. I do recommend that you take a stool softener while taking contrave one the side effects is constipation. I took contrave for almost a year and 2 years later still keeping the weight off!,10.0,317,bupropion-naltrexone,1
2156,Anonymous,,"October 16, 2019",Contrave (bupropion / naltrexone),"So one year ago today is started taking Contrave. I am a 65 yr old male and when I started I was 349 lbs. After many diets and weight loss fads with little to no success, I went to see my Doctor to discuss Bariatric Surgery which I wasn’t looking forward to but felt I didn’t have much choice . On this I have a bit of nausea and light headedness at first but it was very minor. Right away I felt my appetite decreasing. I did watch what I ate but didn’t restrict any specific foods just a whole lot less of it. It began to work immediately and the weight started coming off pretty quick I am very excited to announce that after 1 year I have dropped 75 lbs (my goal was 60 lbs)and feel wonderful. For me Contrave was a 'Wonder Drug' and gave me the boost I needed. I am remaining on the pills for a bit longer but I really feel I can monitor the quantity of food I consume . The only real side effect has been the money I have spent on new cloths - actually very happily.",10.0,417,bupropion-naltrexone,1
2157,Jerse...,Taken for less than 1 month,"October 10, 2020",Contrave (bupropion / naltrexone),"I started at 153 lbs I’m 5’2, 3 weeks later after starting Contrave I’m now 144. The side effect symptoms weren’t as severe as others describe but I do feel a little loopy, occasional headaches, I haven’t upped my dosage to more than 2 a day because I haven’t found it necessary. I used to drink almost every day, it wasn’t only bad but it was keeping me from losing weight. I felt like I was losing control of the drinking and Contrave has absolutely almost eliminated all my drinking cravings I’m so thankful to God, ive only drank 3 times in 3 weeks and I must say DO NOT DRINK WHILE ON THIS PILL, don’t take it for at least 2 days before drinking. My food cravings are very much diminished and staying under 1000 calories has been easy. It’s gotten easier as time goes. It does make me sleep through the night which I love, but it does make me feel slightly loopy during the day. I highly recommend Contrave for weight loss and to stop drinking.",8.0,271,bupropion-naltrexone,1
2158,Shell...,Taken for 2 to 5 years,"January 26, 2021",Contrave (bupropion / naltrexone),I’ve been on this over 3 yrs. I lost about 56 lbs my first year. Then a few more over time after that. I started at 224. My lowest was 158. I maintain at about 162-165 and I am happy with that. I have kept the weight off I exercise. It’s been the best thing for me.,10.0,241,bupropion-naltrexone,1
2159,amblynn,Taken for 1 to 2 years,"September 6, 2020",Contrave (bupropion / naltrexone),"I lost almost 75 pounds since I started contrave. My doctor actually prescribed bupropion and naltrexone separately so my insurance covered most of it. I don't know if this was all because of the pill but 1.5 years later and the weight is off. I didn't really change my eating habits, I still eat unhealthy, not going to lie to you guys, and never work out, so I feel like it had to be the pill. My doctor just took me off of it so I am going to start better habits to make sure the weight does not come back.",10.0,261,bupropion-naltrexone,1
2160,Anony...,Taken for 6 months to 1 year,"September 28, 2020",Contrave (bupropion / naltrexone),"I have been on Contrave for 8 months and have lost approximately 35 pounds and have another 30 pounds to get to my target weight. If you can get past the first few weeks, it really does work. You can immediately feel the reduction in food cravings and appetite. I used anti-nausea drugs to help me the first week and then I had no issues. You do have to follow a healthy diet, but for people who eat compulsively it makes a big difference in being able to resist junk food and reduce your food intake. This ultimately allows your body to adjust to healthier food and shrink your stomach.",10.0,231,bupropion-naltrexone,1
2161,Claire,,"July 29, 2019",Contrave (bupropion / naltrexone),"I've had great success on this medication. I experienced mild side affects (headache, constipation, dry mouth, occasional ear ringing) the first 4 weeks while increasing. I have lost a total of 35 pounds so far in 3 months! Binging has stopped, the cravings have significantly subsided, and I get full faster when I eat. This is with minimal diet and exercise. I'm sure when I introduce those 2 things it will take off even more. I have food addiction and no matter what my brain always told my body to eat even if I was full - I couldn't turn that off no matter how hard I tried. All that has stopped. Contrave has worked great for me and hope others have the same experience.",10.0,278,bupropion-naltrexone,1
2162,Erica,Taken for 1 to 6 months,"March 13, 2023",Contrave (bupropion / naltrexone),"My experience with contrave has been amazing! I have lost 24 lbs in 2 and a half months and I have almost completely stopped binge eating. I think I have had maybe one slight binge since I started taking this medicine. This medicine has changed my life quite literally. I don't even think about food the way I used to, I feel free from the obsession. The only negative is that it does cause constipation but I just take stool softeners to help with that. I never experienced the nausea or sickness in the beginning but I have that some have and then it goes away. I had to come and leave a review because I want other people to experience this freedom from food.",10.0,37,bupropion-naltrexone,1
2163,Dodgy...,Taken for 1 to 6 months,"December 5, 2019",Contrave (bupropion / naltrexone),I have been taking Contrave since late July this year. As of today I have lost 26kg (56lbs). I had bad side effects for the first 4-6 weeks but they have since subsided. I haven’t touched alcohol or fast food since early August and currently only eat one meal a day. This drug has worked for me and I’m glad I pushed through the early side effects as it has truly been worth it.,10.0,238,bupropion-naltrexone,1
2164,Bear,Taken for less than 1 month,"October 3, 2020",Contrave (bupropion / naltrexone),"Hi! I have just started my second round of Contrave. I used it about 3 years ago in conjunction with my regular weight lift routine and absolutely love the results! Over the course of about 10 months, I went from a size 16 dress to a size 10, I was able to fit in my old college T-shirts again, and ‘that special pair’ of jeans fit again. (You know...those jeans that fit just right in all the right places and make you feel like the hottest thing on earth. In the beginning there was some sleepiness and a little nausea, but speaking for myself it was worth it. I dropped 86 pounds of fat, gained muscle, and started enjoying clothes shopping again. The reason I stopped taking it was because I had to have several surgeries following a car wreck, but now I’m back on my feet and really to make up the progress I’d made.",10.0,186,bupropion-naltrexone,1
2165,JJano,Taken for 1 to 6 months,"December 26, 2019",Contrave (bupropion / naltrexone),"So, I wanted to wait until I placed a review anywhere about my experience with Contrave. I have Ben taking it for 3 months and am at full dose (2 tabs 2 x a day - 5am and 2pm). The first 6 weeks was tough. Felt nauseous and shaky. And I am someone who relies on Wellbutrin for mental health but, I was 15lbs overweight. I knocked of the 1st 20lbs with diet and exercise but menopause or age (53) just wouldn’t let me shed the last 15. So, spoke to my GP and we decided to try this. This medicine worked for me! I now think of food as nutrition not entertainment or a crutch when I am bored. Anyway I have 6 more lbs to go and then will tapper off and go back to Wellbutrin straight. If you are serious about taking back your health with diet and exercise and can’t drop the last bit, I would say give it a try.",9.0,215,bupropion-naltrexone,1
2166,MattG,,"November 21, 2019",Contrave (bupropion / naltrexone),As far as negative effects I have had absolutely none. Which allowed me to change my diet to 1800 calories or less a day without feeling hungry. I have lost around 32 pounds. Also if you read this and think that well if you reduce your calories 1800 or less of course you will loose weight and that's true however before taking this drug I would have never been able to be limiting my food to this amount and feel fine . So I'm hoping by shrinking my stomach using this when I am eventually weaned off this drug my natural appetite will be at a more reasonable level so I can maintain. If you need to loose alot I would recommend it . You need to make healthy choices and have some commitment as well.,10.0,213,bupropion-naltrexone,1
2167,Ali,Taken for less than 1 month,"September 18, 2020",Contrave (bupropion / naltrexone),"I was on contrave for about 4 weeks when all of a sudden I had a seizure. Never in my life did I have one before, I am not an epileptic nor is anyone in my family. It was very odd as the doctor who prescribed the contrave told me there are no side effects! Doctors don’t know everything I learned the hard way. My drivers license was suspended right away and now it is taking months to get a neurologist to see me. Be careful if you plan to take this pill!!!",1.0,168,bupropion-naltrexone,1
2168,Roxie,Taken for less than 1 month,"October 9, 2019",Contrave (bupropion / naltrexone),I have been on Contrave for 3 weeks. My first 2 days I was a little light headed but that did not last long. It has certainly curbed my appetite and slowed down my cravings. After 3 weeks on Contrave I have lost 20 pounds. I did cut out sugar and I am watching my carbs. I am getting my energy back. It is working great for me. I drink at least 4-5 bottles of water a day. No soda. No junk food. I am very pleased with my results.,9.0,206,bupropion-naltrexone,1
2169,Cash,,"June 18, 2021",Contrave (bupropion / naltrexone),"I am 5”3 at 167 lbs I started on June 2, 2021 I kept stepping on the scale Now on my 2nd week taking 2 pills a day. Just stepped on the scale and I am 2lbs down. I have been feeling full on just eating smaller portions or snacks. Still want a few cookies though lol. Now I haven’t changed my diet either, I’ve slowed up on junk but no major changes. I will finish a full 6 weeks, consistency is key right? Hopefully I can drop another 18lbs Update 6/17/21.. I am now on 3 pills and my first day was super harsh. I did great in the morning but the evening pill came with side effects. I felt super weak, hot, jittery and I threw up. I have had a chest pains about a few times, which didn’t last long. This evening wasn’t as bad just a little nausea. Anyways, I am now 161lbs at the beginning of the 3rd week, 6lbs lost. I started working out and am on my 3rd week as of yesterday. At home workouts noting major. Will update again.",5.0,128,bupropion-naltrexone,1
2170,Anonymous,,"April 24, 2021",Contrave (bupropion / naltrexone),"Hello everyone, just checking in. This is my 6th day so far and I lost 4 pesky pounds. I haven't had any side effects so far but let's see on Monday I start taking 2 pills in the am and one at night. I feel much better my attitude has changed from being messed up to a more pleasant one. I am walking in the park one mile daily and even more sometimes. I no longer have cravings for sitting in front of TV and munching on chips and dips and chasing it down with 4 or 5 coronas. What I really like is that my inflated belly is going down down! From 44 waist to 40 and I'm aiming for 36 waist! I looked like I was 6 months pregnant!! I realize that no inanimate thing sitting on the table is making me eat it. I have salmon, cottage cheese and pineapple for lunch and for breakfast I have my protein shake. But most of all my friends",10.0,131,bupropion-naltrexone,1
2171,Anonymous,,"February 3, 2020",Contrave (bupropion / naltrexone),"Contrave was prescribed specifically for weight loss, but I have also been a moderately heavy drinker for about 10 years (3-6 beers per night, more on weekends). Was already on Bupriopion, so the Dr. prescribed Naltrexone in addition. One month in, I've lost 5 lbs, stopped snacking at night, and have almost completely lost all interest in drinking. Was sleeping more than usual at first. Mild nausea here and there. Excited to see where I'm at after a few more months of this.",8.0,181,bupropion-naltrexone,1
2172,Moano,Taken for less than 1 month,"January 13, 2021",Contrave (bupropion / naltrexone),This is my very first time taking Contrave. I am 5ft and currently 205lbs. My eating habits prior to Contrave were horrible. I would eat any and everything I could get my hands on even when I wasn't hungry. This is my first day taking it and I can already feel the difference in my appetite. I had no urge to eat today but I did eat a few boiled eggs. I have had this weird taste in my mouth since I've taken it but no serious side effects. Whenever I feel the weird taste I just drink water. I feel like there's a bit of mental clarity and energy also. I usually nap throughout the day when I'm home but I haven't even sat down. This is my very first prescribe med for weight loss and I feel like I made the right choice although it is on the pricy side.,,129,bupropion-naltrexone,1
2173,Anonymous,Taken for 2 to 5 years,"May 3, 2020",Contrave (bupropion / naltrexone),"Lost 50 pounds over 2 years, was key to the process and got me back to exercising. Did not experience any side effects. Cost of medicine offset by food savings and reduced healthcare costs in the future (I assume).",10.0,156,bupropion-naltrexone,1
2174,Megan,,"January 14, 2017",Contrave (bupropion / naltrexone),"I cannot say enough positive about this medication. I started the end of March 2016, now 42 weeks in I am at 112lbs down. I work closely with my physician with monitoring my weight and diet. I followed all the precautions with the medication. Eliminating fat from my diet completely. Working out, etc. I knew it would not be a quick fix and with this med you get what you put into it. No serious side effects in the beginning, some tiredness and nausea. But that is going to happen ANYTIME you start a new medication and your system gets used to it. I also quit smoking after 20 yrs day 1 on this medication. This med it not for people looking for a quick fix, if you do not have the determination and commitment it will not work for you.",10.0,235,bupropion-naltrexone,1
2175,Anony...,,"August 21, 2020",Contrave (bupropion / naltrexone),"5'1 female- starting weight 195, current weight 162, goal weight 125. -33 pounds so far in 6 months. Overall my experience with Contrave has been a positive one. At first I did experience odd side effects some included, dizziness, dry mouth, involuntary twitching, and very VERY odd dreams. However, after awhile these went away. For the last 6 months I have been able to loose 33 pounds by only taking 1 pill at night. My physician is moving my dose up to 2 pills now, one the AM and one in the PM. I started that regimen this week and I am back to experiencing a little dizziness and dry mouth, odd dreams (not as much as the beginning). But, I am sure this will disappear as well soon. I eat 1 meal a day now and exercise for 1 to 1.5 hours 5-6 days a week.",10.0,124,bupropion-naltrexone,2
2176,Lev,,"January 9, 2020",Contrave (bupropion / naltrexone),"Had to beg my doctor into prescribing contrave. Had bad dry mouth at the beginning. It went away for a while, came back and then went away for good. I started at 170lbs and am down to 134lbs losing about 1 to 2 lbs a week. I have not craved carbs at all. My question for those taking this drug is has anyone experienced involuntary hand movement? I'm on my 3rd neurologist with no answers except stop the contrave. I've done research and haven't found this as a side effect. Can anyone share their experience and possible involuntary hand movement as a side effect of contrave.",9.0,135,bupropion-naltrexone,2
2177,Endless,Taken for 1 to 6 months,"May 3, 2019",Contrave (bupropion / naltrexone),"Wow, I was not expecting Contrave to work so well! I've been on appetite suppressants like phentermine over the years and, though they helped drop some weight, hunger was always a struggle. Contrave has changed everything about how I think about food. I used to obsess about food when dieting, but now it's a pain (or at least an inconvenience) to eat. Even when I'm physically hungry, making food just feels like a bother! And because I wasn't expecting this to be so effective, I wasn't monitoring my weight. It wasn't until several coworkers commented on my weight loss that I decided to weigh myself and - down 15lbs in 2 months!! I also began incorporating 1 hr/week of cardio + 1hr/week of CrossFit, which has helped a little. I'm really excited to see what happens next!! Food has finally become something I eat to live, not something I live to eat!!",10.0,151,bupropion-naltrexone,2
2178,OBdoc,,"February 4, 2017",Contrave (bupropion / naltrexone),"First of all, I am an MD and very familiar with the meds in Contrave. I was actually prescribing it before I decided to try it myself. I have been 20-30lbs overweight for as long as I can now remember (at least 20 years). I had developed mild type 2 diabetes, elevated cholesterol and hypertension. I was taking a handful of pills everyday at age 45. So I started the medication 24 days ago. My weight was 184. On some of the early days I had some nausea but it always went away. I was irritable at times, and some days when I literally forgot to eat I would get jittery and feel bad (but not hungry) because I'm sure my blood sugar was low. So my results so far: today I am 165.8. I am down 18 lbs in 24 days. BMI down 3 points. this is no gimmick!",10.0,207,bupropion-naltrexone,2
2179,T rex,Taken for 1 to 6 months,"February 8, 2015",Contrave (bupropion / naltrexone),"I been on this medicine for 2 1/2 months and have lost 26.5 pounds so far. I can't eat on this medicine. After a few bites I feel stuffed. It works great for me, and I have tried every thing out in the past 10 years. The only side effects are dry mouth and lower back pain. Well worth the trade-off.",10.0,251,bupropion-naltrexone,2
2180,Starr,Taken for less than 1 month,"July 21, 2021",Contrave (bupropion / naltrexone),"Just started contrave today and holy moly I am very sick to my stomach. Like just laying here not wanting to move so I don't vomit. I'm tired like extremely tired. I'll take another one when I wake up in the morning, hopefully this subsides cause I'm 42 and have gained 30 pounds since November and I'm miserable, and have a terrible dislike for myself so I need this to work for me. I'm gonna power thru hopefully! I'll update again to let you know if it gets better",,80,bupropion-naltrexone,2
2181,JanaB...,,"October 31, 2019",Contrave (bupropion / naltrexone),Took Contrave and lost 30 pounds. Was nauseated at first but found that taking it with a non drowsy over the counter motion sick medication did the trick. I’m 5’9 and started at 180. Took 6 months to get down to 150. I would recommend it to anyone with sugar cravings.,10.0,128,bupropion-naltrexone,2
2182,Skinn...,,"July 27, 2019",Contrave (bupropion / naltrexone),"Contrave has worked wonders. I was doing cross fit 5 days a week and had always been very committed to exercise but really struggled to stay under 180 lbs. (I’m 5’4” and pretty muscular), even in Highschool. In March 2019 I went to my annual appointment I weighed in at 191lb. My doctor said I was healthy but obese. She referred my to a nutritionist who made me log food. I ate way too much carbs. At that rate she said I would gain 20 pounds a year and would be 300 lbs by 50. She suspected Contrave would work because of my issues with carb and sugar cravings. It allowed me to wean off of carbs and keep my calories at about 1800 a day. I developed an aversion to sugar and sweet things. Results: down 50 pounds in 5 months. I was ostensibly healthy and was very committed to fitness is why it worked so fast. If you don’t exercise your results will be minimal. It’s not a magic pill but can help you adapt to a healthier way of eating.",10.0,133,bupropion-naltrexone,2
2183,Renee_J,,"July 2, 2019",Contrave (bupropion / naltrexone),I am in my mid-40s and am 5'5,9.0,134,bupropion-naltrexone,2
2184,Stac,Taken for less than 1 month,"August 22, 2020",Contrave (bupropion / naltrexone),I am just shy of being on Contrave for 4 weeks. Taking 4 pills a day. I have been having horrible dreams!!! Every night. Camped with a friend and she said it was like I was fighting something in my sleep. Not an issue prior. Anyone else? I want to see this though.,6.0,101,bupropion-naltrexone,2
2185,Bear,,"March 18, 2019",Contrave (bupropion / naltrexone),"I have been on Contrave since 10/16/18. I have lost 54 pounds. I was woman’s size 18. Now I’m a size 10. I have 45 more pounds to lose to get to my target BMI. Note: Contrave does NOT make you lose weight. It controls your appetite and cravings. I meet every 3 weeks with a licensed Dietician that my health insurance pays for. We meal plan together, and she has taught me the correct way to eat. I now go to the gym 4 days a week, focusing on cardio for 60 minutes. I never ever eat over 1200 calories a day. I’m losing 3 pounds each week. I had a BMI of 44 at 258 pounds. I currently weigh 198 pounds and my BMI is 33. It should be at or below 25 for a female age 42 that is 5’4 like me. There is no “magic pill” to lose weight. You must control your calories, and get exercise! I track every bite that goes in my mouth with the free app “My Fitness Pal.” I do not drink ANY soda of any kind, and use zero artificial sweeteners!!!!",10.0,136,bupropion-naltrexone,2
2186,One...,Taken for 1 to 6 months,"April 20, 2023",Contrave (bupropion / naltrexone),"I’m 45 and either just don’t have the metabolism anymore or my hormonal changes are hindering weight loss. I exercise, diet, fast and still my weight steadily creeps up or remains at a standstill each month. I’ve been on Contrave for just over a month now. I took it exactly as prescribed and I’m now on two pills morning and night. The first couple weeks I didn’t really have many side effects, initially the dry mouth was a nuisance but tolerable. Once I reached the full dose, I would say the nausea is worse. Initially it was random but now it’s almost all day. I’m not vomiting and can eat but I just feel sick throughout the day. Keeping busy and working helps deter the awareness of it but it’s there. Happily, I have lost nearly 15 pounds. It does reduce cravings and generally feeling hungry but right now the nausea is enough to make me not eat! I’ll stick with it for now…",7.0,12,bupropion-naltrexone,2
2187,Kathryn,,"October 2, 2021",Contrave (bupropion / naltrexone),"I am a food addict, at age 2 I would sneak spoonfuls of sugar, when I was 5 years old I started stealing food from the pantries of my friends. I simply have no control and tried everything. I started taking Contrave 4/17/21 and it's now 10/1/21 and I have lost 83 lbs..that's a little less than 6 months. This is the easiest thing I have ever done. From the first dose I thought differently about food. I .have had no desire for sugar since the very first day. I found myself chewing my food longer and wondering how foods would affect my body instead of how it tastes. I was diagnosed with diabetes with an a1c of 7.5 on 4/17/21 and on 8/25/21 my a1c was 4.8..this has been a miracle for me. I eat whatever I want - I just want all the right things. I sit down to a meal of grapefruit, bell peppers and a piece of grilled chicken and am satisfied and happy. Food like that used to leave me feeling empty and sad. Contrave gave me a life I didn't even know existed. I am free for the first time in my life!",10.0,68,bupropion-naltrexone,2
2188,Sony,Taken for less than 1 month,"March 9, 2020",Contrave (bupropion / naltrexone),"I started on Contrave about 2 weeks now. The first week on the one pill was fine and I was lucky because I had mild side effects like hot flashes. Now when I started on the 1:1 that night my heart felt like it wanted to come out of my chest. My heart was beating irregular and I started to panic. I have never suffered from High Blood Pressure and the one thing the online doctor mentioned to me before starting Contrave was to monitor my blood pressure. I immediately stopped taking the pills. The next day I went to CVS and my blood pressure was high, went back the following day and it was higher than the day before. So I am here about 4 days in and my blood pressure is still high. I pray that this medication is out of my system soon and I'll just have to work on my weight loss some other way.",1.0,109,bupropion-naltrexone,2
2189,shanta...,Taken for 1 to 6 months,"January 25, 2015",Contrave (bupropion / naltrexone),I previously wrote in about Contrave. Well I am pleased to report that I am now down 34 lbs. This is the first time I have been under 250lbs in 4 yrs. I think it is an awesome medicine along with diet and exercise.,10.0,214,bupropion-naltrexone,2
2190,Pearl,Taken for 1 to 6 months,"February 14, 2020",Contrave (bupropion / naltrexone),I have been on Contrave for about 6 weeks and I have lost 17lbs. I just starting to feel nauseated during the day and during workout. I continue for another week and see what happens. I think I'm going to go back to 2 in the morning and 1 in the afternoon.,8.0,107,bupropion-naltrexone,2
2191,Lisa,,"September 23, 2019",Contrave (bupropion / naltrexone),"I took this medication for several months last year, but wasn't really motivated to actually diet or TRY to lose weight. It did make it easier not to snack and it took away all urges to drink alcohol. But I started having stomach issues and stopped taking it. Bad pains. Usually after large meals and usually if they included fats or dairy. I stopped pills and pain went away. Fast forward to a couple months ago when I decided to try again. THIS time I am VERY MOTIVATED. I'm using watching my food and strictly 1200 calories a day. I'm working out at the gym and I've lost 21 pounds in about 6 weeks. I believe 100% that the Contrave is helping me stick to the diet by taking away cravings and helping me feel more content eating good food. I've not had any of those bouts of stomach pain this time around. I don't know if they were related or not but I'm never eating more than 400-500 calories at a time. Bottom line: this is a good tool if you are ready to get serious about your weight.",10.0,116,bupropion-naltrexone,2
2192,Harlin,Taken for 1 to 6 months,"August 14, 2020",Contrave (bupropion / naltrexone),I am a 50 year old male. I started Contrave 4 weeks ago and have lost 10kg. It causes some side effect symptoms like fuzzy head and a funny taste in your mouth initially. Sometimes I have a funny frontal headache. It has improved my mood and made me able to walk past food without stopping. I take snacks to eat during the day but usually don’t even touch them. I have been able to drop my cals to 1600-1800/ day. It’s also had an incredible effect on my libido and performance. My wife is loving it. It is not a miracle drug. You still have to work hard but it certainly helps a lot.,10.0,93,bupropion-naltrexone,2
2193,LDLMom,,"January 6, 2017",Contrave (bupropion / naltrexone),"I am a 34 year old mother of 3, and I have struggled with my weight my entire life. I've been on Contrave for 4 months and lost 29lbs. I started at 194 (I'm 5'7) and down to 165. This is nothing short of a miracle for me. It works completely differently than typical diet pills. It does not make me jittery or give me a rapid heart rate. It *somehow* allows me to say no to, or greatly limit my intake of, the foods I love. In general, my appetite is decreased by at least 70% and sweets (my kryptonite) are not something I have a compulsive need for anymore. It gives me slight headaches and nausea if I drink alcohol. I've heard it makes some very sick, but I haven't experienced this. I am SO glad took a chance on it. Life changing for me.",10.0,171,bupropion-naltrexone,2
2194,Anonymous,Taken for 1 to 6 months,"April 20, 2019",Contrave (bupropion / naltrexone),"Well I started taking Contrave on October 16th 2018 with a goal of loosing 60 pounds in one year. I am very pleased to announce I have lost the 60 lbs in 26 weeks. A few minor side effects early in the process (a bit light headed, some nausea) but nothing now. I have been heavy most of my adult life (started this at 348 lbs ) and have tried every diet out there with no success. I was considering bariatric surgery but my Doctor suggested I try Contrave first. Best decision I ever made . I feel great now, much more energy and physical capabilities to move more. In my opinion this is a wonder drug and would suggest you at least give it a try",10.0,120,bupropion-naltrexone,2
2195,Smiling,,"January 23, 2015",Contrave (bupropion / naltrexone),"I am a food addict. The first day I took Contrave, I lost desire to eat. Cravings no longer consume me. The feeling of fullness occurs now, and lingers for hours. I am only on day 3, but I hope this continues. Logging foods on fitness pal helps. No snacks, and 3 healthy meals a day. I don't feel Hungary at all. It is wonderful. I was considering gastric bypass, this was going to be my last attempt. If I continue to feel this way, I won't need surgery.",10.0,203,bupropion-naltrexone,2
2196,Addy,Taken for less than 1 month,"July 24, 2021",Contrave (bupropion / naltrexone),"So far so good! Started on July 21st/2021. Three days in, no side effects. I already am feeling my appetite becoming less. Had a challenge tonight going out for supper with a large group and had amazing control with appetizers - could stop at one taste of pizza bread, potato skin, and one grab at nachos. I also ordered a starter Caesar salad and could only eat half. I have never had this much control when eating out and seriously wasn’t hungry but was still satisfied. This is with one morning dose. I didn’t expect it to kick in so soon as many reviews said week 2. Will write in again when I hit week one and weight loss…fingers crossed with peri-menopause I struggle to drop weight even when eating clean. This will definitely support my eating habits if this continues!",10.0,66,bupropion-naltrexone,2
2197,Tiffany...,Taken for 1 to 2 years,"June 23, 2016",Contrave (bupropion / naltrexone),"I'm a 32 yr old widowed single mom to 3 children ages 14, 8 & 6. 18 months ago I was 296 lbs. & was literally on my death bed it felt like. I had type 2 diabetes, high blood pressure, hypothyroidism, pcos with high insulin resistance, b12 deficiency, high cholesterol & my triglycerides were outta this world. I felt hopeless because dieting & going to the gym were an all time fail so my Dr wrote a prescription for Contrave. I didn't really notice any side effects other than a rapid heartbeat & this medication not only helped me lose weight it's helped me quit smoking! In 18 months I've lost 147 lbs & went from plus size 26/28 clothes to a 10 in juniors pants and L/XL shirts. I love this medication & would recommend it to anyone.",10.0,163,bupropion-naltrexone,2
2198,Jas,Taken for 6 months to 1 year,"October 30, 2019",Contrave (bupropion / naltrexone),I started Contrave back in February 2019. I have been taking it ever since. I did at first get bad headaches when I first started taking the full dose so I backed off and took the smaller dose a week longer which helped a ton. I eat smaller portions now since taking Contrave I do get full faster. My cravings are less but I do get them occasionally not bad though. I rarely snack. It's October now so I've been taking it over 8 months and I have lost 50lbs so far. I'm sure if I would stick to a strict diet and exercise it probably would have come off faster but my calorie intake is a lot less so it's coming off just fine for me. For me it's working great.,10.0,99,bupropion-naltrexone,2
2199,Hac,,"December 17, 2018",Contrave (bupropion / naltrexone),"I started Contrave last January at 223 pounds and a size 3X. I could barely walk and had severe sleep apnea, hypertension, and my cholesterol and lipid levels were sky high! I’m now at 145 pounds and a size 8-10. My sleep apnea has really resolved along with my shortness of breath. My blood pressure, while still a little high (genetics) is improved.I had no side effects at all. It changed my life!",10.0,116,bupropion-naltrexone,2
